review_id,YEAR,PC,parliament_name,parliament_party,myneta_name,myneta_party,match_score,name_score,party_score,review_priority,review_notes,suggested_action
158,2009,KOZHIKODE,P.A. MOHAMMED RIYAS,IND,P A Mohamed Riyas,IND,0.9743,0.9714,1.0,P2,minor name spelling variation,manual_review
159,2009,MYSORE,C.H.VIJAYASHANKAR,BJP,C.H.VIJAYA SHANKAR,BJP,0.9743,0.9714,1.0,P2,minor name spelling variation,manual_review
160,2009,NANDED,KHATGAONKAR PATIL BHASKARRAO BAPURAO,INC,KHATGAONK PATIL BHASKARRAO BAPURAO,INC,0.9743,0.9714,1.0,P2,minor name spelling variation,manual_review
161,2009,NAWADA,RAJBALLABH PRASAD,IND,Raj Ballabh Prasad,IND,0.9743,0.9714,1.0,P2,minor name spelling variation,manual_review
162,2009,RAJNANDGAON,MANGAL DAS BANGARE,IND,Mangaldas Bangare,IND,0.9743,0.9714,1.0,P2,minor name spelling variation,manual_review
163,2009,ASKA,KALICHARAN NAYAK,IND,Kali Charan Nayak,IND,0.9727,0.9697,1.0,P2,minor name spelling variation,manual_review
164,2009,BANGALORE SOUTH,SUGANDHARAJE URS,IND,SUGANDHA RAJE URS,IND,0.9727,0.9697,1.0,P2,minor name spelling variation,manual_review
165,2009,BILASPUR,ASHOK SHRIVASTAVA,IND,Ashok Shrivastav,IND,0.9727,0.9697,1.0,P2,minor name spelling variation,manual_review
166,2009,BIRBHUM,SHIB RATAN SHARMA,JMM,SHIBRATAN SHARMA,JMM,0.9727,0.9697,1.0,P2,minor name spelling variation,manual_review
167,2009,BUXAR,JAGADA NAND SINGH,RJD,Jagda Nand singh,RJD,0.9727,0.9697,1.0,P2,minor name spelling variation,manual_review
168,2009,DAUSA,RAM KISHORE MEENA,BJP,RAM KISHOR MEENA,BJP,0.9727,0.9697,1.0,P2,minor name spelling variation,manual_review
169,2009,DHAR,BAPUSINGH BAGHEL,RPI(A),BAPUSINGH BHAGHEL,RPI(A),0.9727,0.9697,1.0,P2,minor name spelling variation,manual_review
170,2009,GURGAON,KUSHESHWAR BHAGAT,IND,KUSHESWAR BHAGAT,IND,0.9727,0.9697,1.0,P2,minor name spelling variation,manual_review
171,2009,GWALIOR,RAM RATAN KUSWAH,IND,RAM RATAN KUSHWAH,IND,0.9727,0.9697,1.0,P2,minor name spelling variation,manual_review
172,2009,KAISERGANJ,RAJ KISHOR SINGH,IND,RAJ KISHORE SINGH,IND,0.9727,0.9697,1.0,P2,minor name spelling variation,manual_review
173,2009,KHARGONE,FIFA SINGH THAKUR,IND,FIFASINGH THAKUR,IND,0.9727,0.9697,1.0,P2,minor name spelling variation,manual_review
174,2009,KOLLAM,R.ZAKIEER HUSSAIN,IND,R Zakeer Hussain,IND,0.9727,0.9697,1.0,P2,minor name spelling variation,manual_review
175,2009,KORBA,CHARAN DAS MAHANT,INC,Charandas Mahant,INC,0.9727,0.9697,1.0,P2,minor name spelling variation,manual_review
176,2009,MACHILIPATNAM,BHOGADI RAMA DEVI,BJP,Bhogadi Ramadevi,BJP,0.9727,0.9697,1.0,P2,minor name spelling variation,manual_review
177,2009,MAHARAJGANJ,PRABHU NATH SINGH,JD(U),Prabhunath Singh,JD(U),0.9727,0.9697,1.0,P2,minor name spelling variation,manual_review
178,2009,MANDYA,KOWDLE CHANNAPPA,JD(U),Kowdley Channappa,JD(U),0.9727,0.9697,1.0,P2,minor name spelling variation,manual_review
179,2009,MUMBAI SOUTH CENTRAL,TRIYOGINATH DUBEY,IND,TRIYOGINATH DUBE,IND,0.9727,0.9697,1.0,P2,minor name spelling variation,manual_review
180,2009,NAWADA,NAVIN KUMAR VERMA,IND,NavinKumar Verma,IND,0.9727,0.9697,1.0,P2,minor name spelling variation,manual_review
181,2009,RAIGARH,HALDHAR RAM SIDAR,IND,Haldharram Sidar,IND,0.9727,0.9697,1.0,P2,minor name spelling variation,manual_review
182,2009,RAIPUR,NAND KISHOR DEEP,IND,Nanda Kishor Deep,IND,0.9727,0.9697,1.0,P2,minor name spelling variation,manual_review
183,2009,SHEOHAR,RAMA ASHISH MAHTO,IND,"RAM ASHISH, MAHTO",IND,0.9727,0.9697,1.0,P2,minor name spelling variation,manual_review
184,2009,UDAIPUR,SHAKUNTALA DHANKA,SP,SHAKUNTLA DHANKA,SP,0.9727,0.9697,1.0,P2,minor name spelling variation,manual_review
185,2009,UTTARA KANNADA,ANANTKUMAR HEGDE,BJP,Ananthkumar Hegde,BJP,0.9727,0.9697,1.0,P2,minor name spelling variation,manual_review
186,2009,BIJAPUR,ALMELKAR VILASABABU BASALINGAPPA,JD(S),Almellkar Vilasbabu Basalingappa,JD(S),0.9719,0.9688,1.0,P2,minor name spelling variation,manual_review
187,2009,HATKANANGLE,ARUN ALIAS SHAM BAJARANG BUCHADE,IND,ARUN ALIAS SHAM BAJARNAG BUCHADE,IND,0.9719,0.9688,1.0,P2,minor name spelling variation,manual_review
188,2009,ATTINGAL,BALACHNDRAN C P,IND,Balachandran C P,IND,0.971,0.9677,1.0,P2,minor name spelling variation,manual_review
189,2009,BANGALORE CENTRAL,VIJAY RAJA SINGH,BSP,Vijay Raj Singh,BSP,0.971,0.9677,1.0,P2,minor name spelling variation,manual_review
190,2009,BANGALORE RURAL,H.D.KUMARASWAMY,JD(S),H D KUMARA SWAMY,JD(S),0.971,0.9677,1.0,P2,minor name spelling variation,manual_review
191,2009,BANGALORE SOUTH,MURALIDHARA.D.J.,IND,MURALI DHARA.D.J,IND,0.971,0.9677,1.0,P2,minor name spelling variation,manual_review
192,2009,BHIWANI-MAHENDRAGARH,DR. PURAN MAL SHARMA,IND,DR PURANMAL SHARMA,IND,0.971,0.9677,1.0,P2,minor name spelling variation,manual_review
193,2009,BOLPUR,VIDYASAGAR METE,BSP,VIDYA SAGAR METE,BSP,0.971,0.9677,1.0,P2,minor name spelling variation,manual_review
194,2009,BUXAR,LAL MUNI CHOUBEY,BJP,Lalmuni choubey,BJP,0.971,0.9677,1.0,P2,minor name spelling variation,manual_review
195,2009,DARBHANGA,YUGESHWAR SAHANI,BSP,YUGESHWAR SAHNI,BSP,0.971,0.9677,1.0,P2,minor name spelling variation,manual_review
196,2009,ERNAKULAM,SHERIF MOHAMMED,BSP,Sherief Mohammed,BSP,0.971,0.9677,1.0,P2,minor name spelling variation,manual_review
197,2009,FARRUKHABAD,MITHLESH KUMARI,BJP,MITHALESH KUMARI,BJP,0.971,0.9677,1.0,P2,minor name spelling variation,manual_review
198,2009,GAYA,AMARNATH PRASAD,IND,Amar Nath Prasad,IND,0.971,0.9677,1.0,P2,minor name spelling variation,manual_review
199,2009,GOPALGANJ,DINANATH MANJHI,IND,DINA NATH MANJHI,IND,0.971,0.9677,1.0,P2,minor name spelling variation,manual_review
200,2009,GORAKHPUR,LALCHAND NISHAD,INC,LAL CHAND NISHAD,INC,0.971,0.9677,1.0,P2,minor name spelling variation,manual_review
201,2009,HASSAN,K. H. HANUME GOWDA,BJP,K. H. Hanumegowda,BJP,0.971,0.9677,1.0,P2,minor name spelling variation,manual_review
202,2009,JAIPUR RURAL,MATADEEN DHANKA,IND,MATADEEN DHANAKA,IND,0.971,0.9677,1.0,P2,minor name spelling variation,manual_review
203,2009,KANDHAMAL,RUDRAMADHAB RAY,BJD,Rudra Madhab Ray,BJD,0.971,0.9677,1.0,P2,minor name spelling variation,manual_review
204,2009,KANDHAMAL,GHORABAN BEHERA,IND,Ghorabana Behera,IND,0.971,0.9677,1.0,P2,minor name spelling variation,manual_review
205,2009,KOTTAYAM,SURESHKUMAR T.R,IND,Suresh Kumar  T R,IND,0.971,0.9677,1.0,P2,minor name spelling variation,manual_review
206,2009,KOZHIKODE,K. MUHAMMED RIYAS,IND,K Muhamed Riyas,IND,0.971,0.9677,1.0,P2,minor name spelling variation,manual_review
207,2009,MAHARAJGANJ,TARKESHWAR SINGH,INC,Tarkeswar Singh,INC,0.971,0.9677,1.0,P2,minor name spelling variation,manual_review
208,2009,MUMBAI SOUTH,SAYED ATHER ALI,SP,SAYYED ATHER ALI,SP,0.971,0.9677,1.0,P2,minor name spelling variation,manual_review
209,2009,NAGARKURNOOL,GUVVALA BALARAJU,TRS,Guvvala Balaraj,TRS,0.971,0.9677,1.0,P2,minor name spelling variation,manual_review
210,2009,NALGONDA,BOLLA KARUNAKAR,IND,Boalla Karunakar,IND,0.971,0.9677,1.0,P2,minor name spelling variation,manual_review
211,2009,PURVI CHAMPARAN,PARASNATHPANDEY,IND,PARASNATH PANDEY,IND,0.971,0.9677,1.0,P2,minor name spelling variation,manual_review
212,2009,RATLAM,BHERUSING DAMOR,JD(U),BHERUSINGH DAMOR,JD(U),0.971,0.9677,1.0,P2,minor name spelling variation,manual_review
213,2009,SILCHAR,CHANDAN RABIDAS,IND,Chandan Rabi Das,IND,0.971,0.9677,1.0,P2,minor name spelling variation,manual_review
214,2009,SIWAN,ASWANI KR. VERMA,IJP,Aswani K r. Verma,IJP,0.971,0.9677,1.0,P2,minor name spelling variation,manual_review
215,2009,SRINAGAR,MEHBOOBA SHADAB,IND,MEHBOOBA SHAHDAB,IND,0.971,0.9677,1.0,P2,minor name spelling variation,manual_review
216,2009,TRIPURA EAST,RAJESH DEBBARMA,IND,RAJESH DEB BARMA,IND,0.971,0.9677,1.0,P2,minor name spelling variation,manual_review
217,2009,BARDOLI,ARJUNBHAI BHALJIBHAI CHAUDHARI,IND,ARJUNBHAI BHALJIBHAI CHAUDHARY,IND,0.97,0.9667,1.0,P2,minor name spelling variation,manual_review
218,2009,KANKER,MAYARAM NETAM (FULSINGH SILADAR),IND,Mayaram Netam (Fulsingh Siledar),IND,0.97,0.9667,1.0,P2,minor name spelling variation,manual_review
219,2009,OSMANABAD,RAJENDRA PANDITRAO HIPPERGEKAR,KKJHS,RAJENDRA RANDITRAO HIPPERGEKAR,KKJHS,0.97,0.9667,1.0,P2,minor name spelling variation,manual_review
220,2009,RAJKOT,KUVARJIBHAI MOHANBHAI BAVALIA,INC,KUNVARJIBHAI MOHANBHAI BAVALIYA,INC,0.97,0.9667,1.0,P2,minor name spelling variation,manual_review
221,2009,WAYANAD,SHANAVAS MANAKULANGARA PARAMBIL,IND,Shanavas Manakulangara Paramb,IND,0.97,0.9667,1.0,P2,minor name spelling variation,manual_review
222,2009,AURANGABAD,ARCHNA CHANDRA,BSP,Archana Chandra,BSP,0.969,0.9655,1.0,P3,minor name spelling variation,manual_review
223,2009,BANGALORE RURAL,C. P. YOGEESHWARA,BJP,C P Yogeeshwra,BJP,0.969,0.9655,1.0,P3,minor name spelling variation,manual_review
224,2009,BANKA,GIRIDHARI YADAV,INC,GRIDHARI YADAV,INC,0.969,0.9655,1.0,P3,minor name spelling variation,manual_review
225,2009,BHILWARA,RATANLAL DHOBI,IND,RATAN LAL DHOBI,IND,0.969,0.9655,1.0,P3,minor name spelling variation,manual_review
226,2009,BHIWANI-MAHENDRAGARH,MANMOHAN SINGH,IND,MAN MOHAN SINGH,IND,0.969,0.9655,1.0,P3,minor name spelling variation,manual_review
227,2009,CHAMARAJANAGAR,PURUSHOTTHAMA.R,IND,PURUSHOTHAMA R,IND,0.969,0.9655,1.0,P3,minor name spelling variation,manual_review
228,2009,FATEHPUR SIKRI,SEEMA UPADHYAY,BSP,SEEMA UPADHAYAY,BSP,0.969,0.9655,1.0,P3,minor name spelling variation,manual_review
229,2009,HOWRAH,RAMAVTAR GUPTA,BSP,RAM AVTAR GUPTA,BSP,0.969,0.9655,1.0,P3,minor name spelling variation,manual_review
230,2009,JADAVPUR,SANDHYA MONDAL,BSP,SANDHAYA MONDAL,BSP,0.969,0.9655,1.0,P3,minor name spelling variation,manual_review
231,2009,JAHANABAD,SIYA RAM PRASAD,IND,SIYARAM PRASAD,IND,0.969,0.9655,1.0,P3,minor name spelling variation,manual_review
232,2009,JAIPUR RURAL,RAMNIWAS YADAV,JD(U),RAM NIWAS YADAV,JD(U),0.969,0.9655,1.0,P3,minor name spelling variation,manual_review
233,2009,KARAULI-DHOLPUR,SHREELAL KHARE,LJP,SHREE LAL KHARE,LJP,0.969,0.9655,1.0,P3,minor name spelling variation,manual_review
234,2009,KOPPAL,HANDI RAFIQ SAB,IND,Handi Rafiqsab,IND,0.969,0.9655,1.0,P3,minor name spelling variation,manual_review
235,2009,NALANDA,KAPIL DEO SINGH,IND,KAPILDEO SINGH,IND,0.969,0.9655,1.0,P3,minor name spelling variation,manual_review
236,2009,NAWADA,RAJ KISHORE RAJ,IND,RajKishore Raj,IND,0.969,0.9655,1.0,P3,minor name spelling variation,manual_review
237,2009,NORTH WEST DELHI,MEERA KANWARIA,BJP,MEERA KANWARIYA,BJP,0.969,0.9655,1.0,P3,minor name spelling variation,manual_review
238,2004,PANAJI,D'SOUZA WILFRED,NCP,DSOUZA WILFRED,NCP,0.969,0.9655,1.0,P3,minor name spelling variation,manual_review
239,2009,RAIPUR,VIDHYADEVI SAHU,BSP,Vidyadevi Sahu,BSP,0.969,0.9655,1.0,P3,minor name spelling variation,manual_review
240,2009,RAJNANDGAON,PRADHUMAN NETAM,BSP,Praduman Netam,BSP,0.969,0.9655,1.0,P3,minor name spelling variation,manual_review
241,2009,RAJNANDGAON,DERHARAM LODHI,IND,Derha Ram Lodhi,IND,0.969,0.9655,1.0,P3,minor name spelling variation,manual_review
242,2009,THIRUVANANTHAPURAM,P K KRISHNA DAS,BJP,P K Krishnadas,BJP,0.969,0.9655,1.0,P3,minor name spelling variation,manual_review
243,2009,LUDHIANA,RAVINDER KUMAR S/O MANNA LAL,IND,RAVINDER KUMAR S/O MUNNA LAL,IND,0.9679,0.9643,1.0,P3,minor name spelling variation,manual_review
244,2009,ADILABAD,BANKA SAHADEVU,IND,Banka Sahadev,IND,0.9667,0.963,1.0,P3,minor name spelling variation,manual_review
245,2009,ARRAH,RAMADHAR SINGH,SHS,RamadharSingh,SHS,0.9667,0.963,1.0,P3,minor name spelling variation,manual_review
246,2009,ASKA,DEBASIS MISRA,IND,Debasis Mishra,IND,0.9667,0.963,1.0,P3,minor name spelling variation,manual_review
247,2009,ATTINGAL,J VIJAYAKUMAR,IND,J Vijaya Kumar,IND,0.9667,0.963,1.0,P3,minor name spelling variation,manual_review
248,2009,AURANGABAD,RAJENDRA YADAV,IND,RajendraYadav,IND,0.9667,0.963,1.0,P3,minor name spelling variation,manual_review
249,2009,AZAMGARH,KHAIRUL BASHAR,IND,KHAIRUL BASAR,IND,0.9667,0.963,1.0,P3,minor name spelling variation,manual_review
250,2009,BANGALORE NORTH,ANCHANA KHANNA,IND,Anchan Khanna,IND,0.9667,0.963,1.0,P3,minor name spelling variation,manual_review
251,2009,BANGALORE SOUTH,SANTOSH MIN.B,IND,Santhosh Min.B,IND,0.9667,0.963,1.0,P3,minor name spelling variation,manual_review
252,2009,BIDAR,N.DHARAM SINGH,INC,N. Dharamsingh,INC,0.9667,0.963,1.0,P3,minor name spelling variation,manual_review
253,2009,CHITTORGARH,SITARAM GUJAR,IND,SITARAM  GUJHAR,IND,0.9667,0.963,1.0,P3,minor name spelling variation,manual_review
254,2009,FATEHPUR SIKRI,SATISH CHANDR,IND,SATISH CHANDRA,IND,0.9667,0.963,1.0,P3,minor name spelling variation,manual_review
255,2009,GORAKHPUR,HARISHCHANDRA,IND,HARISH CHANDRA,IND,0.9667,0.963,1.0,P3,minor name spelling variation,manual_review
256,2009,HAVERI,JAGADEESH YANKAPPA DODMANI,IND,JAGADEESH YANKAPPA DODDAMANI,IND,0.9667,0.963,1.0,P3,minor name spelling variation,manual_review
257,2009,KALYAN,MOHHAMAD YUSUF FAROOKH KHAN,IND,MOHAMMAD YUSUF FAROOKH KHAN,IND,0.9667,0.963,1.0,P3,minor name spelling variation,manual_review
258,2009,KANCHEEPURAM,MAGESHKUMAR.E,IND,MAGESH KUMAR.E,IND,0.9667,0.963,1.0,P3,minor name spelling variation,manual_review
259,2009,KANKER,JALSINGH SHORI,CSP,Jalsingh Sori,CSP,0.9667,0.963,1.0,P3,minor name spelling variation,manual_review
260,2009,KATIHAR,MANOJ PARASHAR,IND,MANOJ PARASAR,IND,0.9667,0.963,1.0,P3,minor name spelling variation,manual_review
261,2009,KOTTAYAM,SURESHKUMAR K,IND,Suresh Kumar K,IND,0.9667,0.963,1.0,P3,minor name spelling variation,manual_review
262,2009,MUMBAI NORTH,VASHRAMBHAI MOHANBHAI PATEL,IND,VASHRAMBHAI MAHANBHAI PATEL,IND,0.9667,0.963,1.0,P3,minor name spelling variation,manual_review
263,2009,NAWADA,CHANCHALA DEVI,IND,ChanchalaDevi,IND,0.9667,0.963,1.0,P3,minor name spelling variation,manual_review
264,2009,RAIGARH,VISHNU DEO SAI,BJP,Vishu Deo Sai,BJP,0.9667,0.963,1.0,P3,minor name spelling variation,manual_review
265,2009,SHIMOGA,D.S. ESHWARAPPA,IND,D S Eswarappa,IND,0.9667,0.963,1.0,P3,minor name spelling variation,manual_review
266,2009,SHIRDI,WAKCHAURE BHAUSAHEB RAJARAM,SHS,WAKCHOURE BHAUSAHEB RAJARAM,SHS,0.9667,0.963,1.0,P3,minor name spelling variation,manual_review
267,2009,TUMKUR,G.S. BASAVARAJ,BJP,G.S. BASAVARAJU,BJP,0.9667,0.963,1.0,P3,minor name spelling variation,manual_review
268,2009,AMRELI,VALJIBHAI LALUBHAI SHIROYA,IND,VALJIBHAI LALLUBHAI SIROYA,IND,0.9654,0.9615,1.0,P3,minor name spelling variation,manual_review
269,2009,BANGALORE CENTRAL,M.A. ASWATHANARAYANA SETTY,IND,M.A.Ashwatha Narayana Setty,IND,0.9654,0.9615,1.0,P3,minor name spelling variation,manual_review
270,2009,HAMIRPUR,"PREETAM SINGH LODHI ""KISAAN""",BJP,"PREETAM SINGH LODHI ""KISSAN""",BJP,0.9654,0.9615,1.0,P3,minor name spelling variation,manual_review
271,2009,RAJSAMAND,SURYA BHAVANI SINGH CHAWRA,IND,SURYA BHAVANI SINGH CHAWDA,IND,0.9654,0.9615,1.0,P3,minor name spelling variation,manual_review
272,2009,ALWAR,RAM LAL MEENA,IND,Ramlal meena,IND,0.964,0.96,1.0,P3,minor name spelling variation,manual_review
273,2009,AZAMGARH,DR. JAVED AKHTAR,IND,DR. JAVED AKHTHAR,IND,0.964,0.96,1.0,P3,minor name spelling variation,manual_review
274,2009,BANKURA,ASWINI DULEY,JKP(N),Ashwini Duley,JKP(N),0.964,0.96,1.0,P3,minor name spelling variation,manual_review
275,2009,BASTAR,SHANKAR SODI,INC,Shankar Sodhi,INC,0.964,0.96,1.0,P3,minor name spelling variation,manual_review
276,2009,CHENNAI CENTRAL,DHAMODARAN.T,IND,DHAMODHARAN.T,IND,0.964,0.96,1.0,P3,minor name spelling variation,manual_review
277,2009,CHITTORGARH,SANTOSH JOSHI,IND,SANTOSH JOSI,IND,0.964,0.96,1.0,P3,minor name spelling variation,manual_review
278,2009,FARIDABAD,HARSH BHATIA,IND,HARSH BHATIYA,IND,0.964,0.96,1.0,P3,minor name spelling variation,manual_review
279,2009,GOPALGANJ,PURNMASI RAM,JD(U),PURNAMASI RAM,JD(U),0.964,0.96,1.0,P3,minor name spelling variation,manual_review
280,2009,GUNA,P.MAHESH CHANDAR SHASHTRI,IND,P.MAHESH CHANDRA SHASHTRI,IND,0.964,0.96,1.0,P3,minor name spelling variation,manual_review
281,2009,GURGAON,AMAR MOHMMAD,IND,AMAR MOHAMMAD,IND,0.964,0.96,1.0,P3,minor name spelling variation,manual_review
282,2009,JAHANABAD,JAGDISH YADAV,IND,Jagdis Yadav,IND,0.964,0.96,1.0,P3,minor name spelling variation,manual_review
283,2009,KARUR,THAMBIDURAI.M,ADMK,TAMBIDURAI.M,ADMK,0.964,0.96,1.0,P3,minor name spelling variation,manual_review
284,2009,KISHANGANJ,TASLEEM UDDIN,RJD,TASLEEMUDDIN,RJD,0.964,0.96,1.0,P3,minor name spelling variation,manual_review
285,2009,LATUR,BABURAO SATYAWAN POTBHARE,BBM,BABURAO SATYAWAN POTHHARE,BBM,0.964,0.96,1.0,P3,minor name spelling variation,manual_review
286,2009,SHIMOGA,UMESHKUMAR S,IND,UMESH KUMAR.S,IND,0.964,0.96,1.0,P3,minor name spelling variation,manual_review
287,2004,SINGHBHUM,LAXMAN GILUA,BJP,LAXMAN GILUWA,BJP,0.964,0.96,1.0,P3,minor name spelling variation,manual_review
288,2009,SIWAN,BRISHIN PATEL,JD(U),BrishinPatel,JD(U),0.964,0.96,1.0,P3,minor name spelling variation,manual_review
289,2009,SUNDARGARH,LIVINUS KINDO,JMM,LIVNUS KINDO,JMM,0.964,0.96,1.0,P3,minor name spelling variation,manual_review
290,2009,UJIARPUR,VIJAYWANT KUMAR CHAUDHARY,BSP,VIJAYWANT KUMAR CHOUDHARY,BSP,0.964,0.96,1.0,P3,minor name spelling variation,manual_review
291,2009,VISAKHAPATNAM,D.V.SUBBARAO,BJP,D.V. SUBBA RAO,BJP,0.964,0.96,1.0,P3,minor name spelling variation,manual_review
292,2009,BEED,KHALGE KACHARU SANTARAMJI,BBM,KHALGE KACHRU SANTRAMJI,BBM,0.9625,0.9583,1.0,P3,minor name spelling variation,manual_review
293,2009,BEED,RAMESH VISHWANATH KOKATE,IND,RAMESH VISHVANATH KOKATE,IND,0.9625,0.9583,1.0,P3,minor name spelling variation,manual_review
294,2009,BOLANGIR,SANGEETA KUMARI SINGH DEO,BJP,SANGEETA KUMARI SINGDEO,BJP,0.9625,0.9583,1.0,P3,minor name spelling variation,manual_review
295,2009,SHIRDI,ADHAGALE RAJENDRA NAMDEO,IND,ADHAGALE RAJENDRA NAMDEV,IND,0.9625,0.9583,1.0,P3,minor name spelling variation,manual_review
296,2009,THANE,SAYED SHAFIQ AHMED ZAIDI,IND,SAYED SHAFIQ AHMED ZOIDI,IND,0.9625,0.9583,1.0,P3,minor name spelling variation,manual_review
297,2009,BAGALKOT,CHINCHOLI SANTOSHAKUMAR SAHEBAGOUDA,IND,CHINCHOLLI SANTOSHKUMAR SAHEBGOUDA,IND,0.9609,0.9565,1.0,P3,minor name spelling variation,manual_review
298,2009,BEGUSARAI,SHATRUGHNA PRASAD SINGH,CPI,SHATRUGHAN PRASAD SINGH,CPI,0.9609,0.9565,1.0,P3,minor name spelling variation,manual_review
299,2009,BOLANGIR,BALHAN SAGAR,BSP,BALHANSAGAR,BSP,0.9609,0.9565,1.0,P3,minor name spelling variation,manual_review
300,2009,BUXAR,LALLAN RUPNARAIN PATHAK,IND,Lalan Rup Narain Pathak,IND,0.9609,0.9565,1.0,P3,minor name spelling variation,manual_review
301,2009,DHENKANAL,CHANDRA SEKHAR TRIPATHI,INC,Chandra Sekhar Tripathy,INC,0.9609,0.9565,1.0,P3,minor name spelling variation,manual_review
302,2004,GOPALGANJ,CHHATHU SAH,BSP,CHHATHU SHAH,BSP,0.9609,0.9565,1.0,P3,minor name spelling variation,manual_review
303,2009,HAVERI,IGALA DILLEPPA KARIYAPPA,BSP,IGAL DILLPPA KARIYAPPA,BSP,0.9609,0.9565,1.0,P3,minor name spelling variation,manual_review
304,2009,JALORE,DEVJI PATEL,BJP,DEV JI PATEL,BJP,0.9609,0.9565,1.0,P3,minor name spelling variation,manual_review
305,2009,JAMSHEDPUR,SUMAN MAHATO,JMM,SUMAN MAHTO,JMM,0.9609,0.9565,1.0,P3,minor name spelling variation,manual_review
306,2009,KHUNTI,KARIA MUNDA,BJP,KARIYA MUNDA,BJP,0.9609,0.9565,1.0,P3,minor name spelling variation,manual_review
307,2009,KOPPAL,GOUSIABEGUM,IND,GOUSIA BEGUM,IND,0.9609,0.9565,1.0,P3,minor name spelling variation,manual_review
308,2009,MATHURA,SHYAMSUNDAR,IND,SHYAM SUNDAR,IND,0.9609,0.9565,1.0,P3,minor name spelling variation,manual_review
309,2009,MORADABAD,NATHU SINGH,IND,NATTHU SINGH,IND,0.9609,0.9565,1.0,P3,minor name spelling variation,manual_review
310,2009,NALANDA,SHASHI YADAV,CPI(ML)(L),SASHI YADAV,CPI(ML)(L),0.9609,0.9565,1.0,P3,minor name spelling variation,manual_review
311,2009,NEW DELHI,BHAGWAN DASS,IND,BHAGWAN DAS,IND,0.9609,0.9565,1.0,P3,minor name spelling variation,manual_review
312,2009,RAJKOT,BABULAL DEVJIBHAI GHAVA,LJP,BABULAL DEVJIBHAI DHAVA,LJP,0.9609,0.9565,1.0,P3,minor name spelling variation,manual_review
313,2009,RAMTEK,SURESH MANGALDAS BORKAR,IND,RURESH MANGALDAS BORKAR,IND,0.9609,0.9565,1.0,P3,minor name spelling variation,manual_review
314,2009,SIKAR,MAHESHKUMAR,IND,MAHESH KUMAR,IND,0.9609,0.9565,1.0,P3,minor name spelling variation,manual_review
315,2009,TRIPURA EAST,DIBA CHANDRA HRANGKHAWL,INC,DIBA CHANDRA HRANGKHWAL,INC,0.9609,0.9565,1.0,P3,minor name spelling variation,manual_review
316,2009,UJIARPUR,ARJUN SAHANI,IND,ARJUN SAHNI,IND,0.9609,0.9565,1.0,P3,minor name spelling variation,manual_review
317,2009,UJIARPUR,RATAN SAHANI,IND,RATAN SAHNI,IND,0.9609,0.9565,1.0,P3,minor name spelling variation,manual_review
318,2009,VELLORE,ABDUL RAHMAN,DMK,ABDULRAHMAN,DMK,0.9609,0.9565,1.0,P3,minor name spelling variation,manual_review
319,2009,VELLORE,DHANDAPANI T,IND,DANDAPANI T,IND,0.9609,0.9565,1.0,P3,minor name spelling variation,manual_review
320,2009,GURGAON,SATINDER SINGH THAKRAN,IND,SATENDER SINGH THAKRAN,IND,0.9591,0.9545,1.0,P4,minor name spelling variation,manual_review
321,2009,MADHUBANI,HUKMADEO NARAYAN YADAV,BJP,HUKM DEO NARAYAN YADAV,BJP,0.9591,0.9545,1.0,P4,minor name spelling variation,manual_review
322,2009,NALANDA,"CHANDRAMANI KUMAR ""MANI""",IND,CHANDERMANI KUMAR MANI,IND,0.9591,0.9545,1.0,P4,minor name spelling variation,manual_review
323,2009,SANGLI,MAHADEO ANNA WAGHAMARE,RSPS,MAHADEV ANNA WAGHAMARE,RSPS,0.9591,0.9545,1.0,P4,minor name spelling variation,manual_review
324,2009,NALANDA,KAUSHAL KUMAR KAUSHALENDRA SINHA,IND,KAUSHALE KUMAR @ KAUSHALENDRA SINGH,IND,0.9585,0.9538,1.0,P4,minor name spelling variation,manual_review
325,2009,AGRA,DR. CHANDRAPAL,IND,CHANDRA PAL,IND,0.9571,0.9524,1.0,P4,minor name spelling variation,manual_review
326,2009,ARANI,HARIRAJ T.V,SP,ARIRAJ T.V,SP,0.9571,0.9524,1.0,P4,minor name spelling variation,manual_review
327,2009,ARANI,DURAIRAJ M,IND,DURAI RAJ M,IND,0.9571,0.9524,1.0,P4,minor name spelling variation,manual_review
328,2009,BANGALORE NORTH,KANYA KUMAR,IND,Kanyakumar,IND,0.9571,0.9524,1.0,P4,minor name spelling variation,manual_review
329,2009,BANGALORE RURAL,Y.CHINNAPPA,IND,Y.Chinnapa,IND,0.9571,0.9524,1.0,P4,minor name spelling variation,manual_review
330,2009,BUXAR,SURENDRA KUMAR BHARTI,IND,Surendar Kumar Bharti,IND,0.9571,0.9524,1.0,P4,minor name spelling variation,manual_review
331,2009,CHAMARAJANAGAR,CHOWDAHALLY JAVARAIAH,CPI(ML)(L),CHOWDAHALLI JAVARAIAH,CPI(ML)(L),0.9571,0.9524,1.0,P4,minor name spelling variation,manual_review
332,2009,CHITRADURGA,M KUMBAIAH,IND,M KUMBHAIAH,IND,0.9571,0.9524,1.0,P4,minor name spelling variation,manual_review
333,2009,DHAR,JITENDRA SINGH BAGHEL,GGP,JITENDRASINGH BHAGHEL,GGP,0.9571,0.9524,1.0,P4,minor name spelling variation,manual_review
